Country,Industry,Gas Type,Year,Emissions
Asia,"Water supply; sewerage, waste management and remediation activities",Greenhouse gas,2018,915.4513922
Europe,"Agriculture, Forestry and Fishing",Greenhouse gas,2018,753.6183322
Europe,Construction,Greenhouse gas,2018,76.91334323
Europe,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,2018,1928.186033
Europe,Manufacturing,Greenhouse gas,2018,1468.373439
Europe,Mining,Greenhouse gas,2018,347.6601653
Europe,Other Services Industries,Greenhouse gas,2018,353.1644589
Europe,Total Households,Greenhouse gas,2018,1255.324853
Europe,Total Industry and Households,Greenhouse gas,2018,7305.004474
Europe,Transportation and Storage,Greenhouse gas,2018,827.6953329
Europe,"Water supply; sewerage, waste management and remediation activities",Greenhouse gas,2018,294.0685173
Northern America,"Agriculture, Forestry and Fishing",Greenhouse gas,2018,845.1222209
Northern America,Construction,Greenhouse gas,2018,226.4043608
Northern America,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,2018,1976.124812
Northern America,Manufacturing,Greenhouse gas,2018,1063.223168
Northern America,Mining,Greenhouse gas,2018,544.5073056
Northern America,Other Services Industries,Greenhouse gas,2018,726.847002
Northern America,Total Households,Greenhouse gas,2018,1304.444878
Northern America,Total Industry and Households,Greenhouse gas,2018,7661.349099
Northern America,Transportation and Storage,Greenhouse gas,2018,944.9771569
Northern America,"Water supply; sewerage, waste management and remediation activities",Greenhouse gas,2018,29.69819469
Oceania,"Agriculture, Forestry and Fishing",Greenhouse gas,2018,127.5976929
Oceania,Construction,Greenhouse gas,2018,4.644404769
Oceania,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,2018,200.1850939
Oceania,Manufacturing,Greenhouse gas,2018,61.08696417
Oceania,Mining,Greenhouse gas,2018,77.8873677
Oceania,Other Services Industries,Greenhouse gas,2018,13.56554262
Oceania,Total Households,Greenhouse gas,2018,69.44482854
Oceania,Total Industry and Households,Greenhouse gas,2018,659.7876351
Oceania,Transportation and Storage,Greenhouse gas,2018,90.1168009
Oceania,"Water supply; sewerage, waste management and remediation activities",Greenhouse gas,2018,15.25893954
Africa,"Agriculture, Forestry and Fishing",Greenhouse gas,2019,900.1634716
Africa,Construction,Greenhouse gas,2019,16.64876205
Africa,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,2019,510.0817923
Africa,Manufacturing,Greenhouse gas,2019,432.0571097
Africa,Mining,Greenhouse gas,2019,530.9673652
Africa,Other Services Industries,Greenhouse gas,2019,40.06944192
Africa,Total Households,Greenhouse gas,2019,323.1603553
Africa,Total Industry and Households,Greenhouse gas,2019,3221.392808
Africa,Transportation and Storage,Greenhouse gas,2019,268.5218158
Africa,"Water supply; sewerage, waste management and remediation activities",Greenhouse gas,2019,199.722694
Asia,"Agriculture, Forestry and Fishing",Greenhouse gas,2019,3167.529595
Asia,Construction,Greenhouse gas,2019,401.0137363
Asia,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,2019,9369.527544
Asia,Manufacturing,Greenhouse gas,2019,7452.076507
Asia,Mining,Greenhouse gas,2019,2692.442896
Asia,Other Services Industries,Greenhouse gas,2019,446.2057538
Asia,Total Households,Greenhouse gas,2019,2117.600729
Asia,Total Industry and Households,Greenhouse gas,2019,28780.44672
Asia,Transportation and Storage,Greenhouse gas,2019,2203.448437
Asia,"Water supply; sewerage, waste management and remediation activities",Greenhouse gas,2019,930.6015274
Europe,"Agriculture, Forestry and Fishing",Greenhouse gas,2019,748.1731589
Europe,Construction,Greenhouse gas,2019,75.87983048
Europe,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,2019,1775.306342
Europe,Manufacturing,Greenhouse gas,2019,1441.201133
Europe,Mining,Greenhouse gas,2019,354.7708713
Europe,Other Services Industries,Greenhouse gas,2019,328.5542988
Europe,Total Households,Greenhouse gas,2019,1246.887436
Europe,Total Industry and Households,Greenhouse gas,2019,7112.995679
Europe,Transportation and Storage,Greenhouse gas,2019,847.8723828
Europe,"Water supply; sewerage, waste management and remediation activities",Greenhouse gas,2019,294.3502256
Northern America,"Agriculture, Forestry and Fishing",Greenhouse gas,2019,821.3477139
Northern America,Construction,Greenhouse gas,2019,223.6063723
Northern America,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,2019,1823.101622
Northern America,Manufacturing,Greenhouse gas,2019,1061.787167
Northern America,Mining,Greenhouse gas,2019,542.6749442
Northern America,Other Services Industries,Greenhouse gas,2019,734.4269783
Northern America,Total Households,Greenhouse gas,2019,1296.363189
Northern America,Total Industry and Households,Greenhouse gas,2019,7490.097012
Northern America,Transportation and Storage,Greenhouse gas,2019,956.9166621
Northern America,"Water supply; sewerage, waste management and remediation activities",Greenhouse gas,2019,29.87236274
Oceania,"Agriculture, Forestry and Fishing",Greenhouse gas,2019,121.3017629
Oceania,Construction,Greenhouse gas,2019,4.549493765
Oceania,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,2019,196.5709195
Oceania,Manufacturing,Greenhouse gas,2019,60.4587377
Oceania,Mining,Greenhouse gas,2019,82.98405087
Oceania,Other Services Industries,Greenhouse gas,2019,14.22993288
Oceania,Total Households,Greenhouse gas,2019,69.51883092
Oceania,Total Industry and Households,Greenhouse gas,2019,653.593469
Oceania,Transportation and Storage,Greenhouse gas,2019,89.06799006
Oceania,"Water supply; sewerage, waste management and remediation activities",Greenhouse gas,2019,14.91175039
Africa,"Agriculture, Forestry and Fishing",Greenhouse gas,2020,927.8965816
Africa,Construction,Greenhouse gas,2020,15.22656465
Africa,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,2020,456.9424869
Africa,Manufacturing,Greenhouse gas,2020,412.5225406
Africa,Mining,Greenhouse gas,2020,473.038314
Africa,Other Services Industries,Greenhouse gas,2020,39.81318266
Africa,Total Households,Greenhouse gas,2020,309.640545
Africa,Total Industry and Households,Greenhouse gas,2020,3081.295029
Africa,Transportation and Storage,Greenhouse gas,2020,241.735995
Africa,"Water supply; sewerage, waste management and remediation activities",Greenhouse gas,2020,204.478819
Asia,"Agriculture, Forestry and Fishing",Greenhouse gas,2020,3227.345226
Asia,Construction,Greenhouse gas,2020,401.5111404
Asia,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,2020,9342.299569
Asia,Manufacturing,Greenhouse gas,2020,7488.860456
Asia,Mining,Greenhouse gas,2020,2635.371774
Asia,Other Services Industries,Greenhouse gas,2020,436.069063
Asia,Total Households,Greenhouse gas,2020,2024.245308
Asia,Total Industry and Households,Greenhouse gas,2020,28481.44945
Asia,Transportation and Storage,Greenhouse gas,2020,1973.154709
Asia,"Water supply; sewerage, waste management and remediation activities",Greenhouse gas,2020,952.5922094
Europe,"Agriculture, Forestry and Fishing",Greenhouse gas,2020,749.7807006
Europe,Construction,Greenhouse gas,2020,69.89707129
Europe,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,2020,1645.440173
Europe,Manufacturing,Greenhouse gas,2020,1378.19671
Europe,Mining,Greenhouse gas,2020,342.7616132
Europe,Other Services Industries,Greenhouse gas,2020,301.2193208
Europe,Total Households,Greenhouse gas,2020,1105.300617
Europe,Total Industry and Households,Greenhouse gas,2020,6556.431859
Europe,Transportation and Storage,Greenhouse gas,2020,671.5449015
Europe,"Water supply; sewerage, waste management and remediation activities",Greenhouse gas,2020,292.2907512
Northern America,"Agriculture, Forestry and Fishing",Greenhouse gas,2020,791.4472357
Northern America,Construction,Greenhouse gas,2020,205.4435111
Northern America,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,2020,1643.764923
Northern America,Manufacturing,Greenhouse gas,2020,1005.097845
Northern America,Mining,Greenhouse gas,2020,484.9294728
Northern America,Other Services Industries,Greenhouse gas,2020,654.3383383
Northern America,Total Households,Greenhouse gas,2020,1139.590913
Northern America,Total Industry and Households,Greenhouse gas,2020,6758.418267
Northern America,Transportation and Storage,Greenhouse gas,2020,804.4057753
Northern America,"Water supply; sewerage, waste management and remediation activities",Greenhouse gas,2020,29.40025358
Oceania,"Agriculture, Forestry and Fishing",Greenhouse gas,2020,118.5102124
Oceania,Construction,Greenhouse gas,2020,4.288898446
Oceania,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,2020,189.1523967
Oceania,Manufacturing,Greenhouse gas,2020,59.53549391
Oceania,Mining,Greenhouse gas,2020,81.7480142
Oceania,Other Services Industries,Greenhouse gas,2020,14.23830757
Oceania,Total Households,Greenhouse gas,2020,64.69893461
Oceania,Total Industry and Households,Greenhouse gas,2020,625.4932583
Oceania,Transportation and Storage,Greenhouse gas,2020,78.5537412
Oceania,"Water supply; sewerage, waste management and remediation activities",Greenhouse gas,2020,14.76725938
Africa,"Agriculture, Forestry and Fishing",Greenhouse gas,2021,933.5614707
Africa,Construction,Greenhouse gas,2021,16.68914265
Africa,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,2021,483.43182
Africa,Manufacturing,Greenhouse gas,2021,446.2762234
Africa,Mining,Greenhouse gas,2021,480.3156864
Africa,Other Services Industries,Greenhouse gas,2021,40.74652216
Africa,Total Households,Greenhouse gas,2021,325.7788661
Africa,Total Industry and Households,Greenhouse gas,2021,3197.304087
Africa,Transportation and Storage,Greenhouse gas,2021,257.9240152
Africa,"Water supply; sewerage, waste management and remediation activities",Greenhouse gas,2021,212.5803405
Asia,"Agriculture, Forestry and Fishing",Greenhouse gas,2021,3242.566583
Asia,Construction,Greenhouse gas,2021,406.6144107
Asia,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,2021,10111.99809
Asia,Manufacturing,Greenhouse gas,2021,7648.762006
Asia,Mining,Greenhouse gas,2021,2722.888579
Asia,Other Services Industries,Greenhouse gas,2021,429.1607
Asia,Total Households,Greenhouse gas,2021,2074.141953
Asia,Total Industry and Households,Greenhouse gas,2021,29681.20016
Asia,Transportation and Storage,Greenhouse gas,2021,2065.917181
Asia,"Water supply; sewerage, waste management and remediation activities",Greenhouse gas,2021,979.1506585
Europe,"Agriculture, Forestry and Fishing",Greenhouse gas,2021,754.4566437
Europe,Construction,Greenhouse gas,2021,77.06176506
Europe,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,2021,1770.393625
Europe,Manufacturing,Greenhouse gas,2021,1429.413094
Europe,Mining,Greenhouse gas,2021,361.7920536
Europe,Other Services Industries,Greenhouse gas,2021,307.5278287
Europe,Total Households,Greenhouse gas,2021,1161.571035
Europe,Total Industry and Households,Greenhouse gas,2021,6869.153769
Europe,Transportation and Storage,Greenhouse gas,2021,714.1016497
Europe,"Water supply; sewerage, waste management and remediation activities",Greenhouse gas,2021,292.8360737
Northern America,"Agriculture, Forestry and Fishing",Greenhouse gas,2021,799.7543223
Northern America,Construction,Greenhouse gas,2021,214.3692842
Northern America,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,2021,1746.38802
Northern America,Manufacturing,Greenhouse gas,2021,1035.169658
Northern America,Mining,Greenhouse gas,2021,476.1400769
Northern America,Other Services Industries,Greenhouse gas,2021,676.7903824
Northern America,Total Households,Greenhouse gas,2021,1232.239032
Northern America,Total Industry and Households,Greenhouse gas,2021,7106.289095
Northern America,Transportation and Storage,Greenhouse gas,2021,896.0363294
Northern America,"Water supply; sewerage, waste management and remediation activities",Greenhouse gas,2021,29.4019899
Oceania,"Agriculture, Forestry and Fishing",Greenhouse gas,2021,123.490417
Oceania,Construction,Greenhouse gas,2021,4.571652613
Oceania,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,2021,181.2589365
Oceania,Manufacturing,Greenhouse gas,2021,59.4479145
Oceania,Mining,Greenhouse gas,2021,77.86743337
Oceania,Other Services Industries,Greenhouse gas,2021,14.71837136
Oceania,Total Households,Greenhouse gas,2021,65.64957035
Oceania,Total Industry and Households,Greenhouse gas,2021,619.5002822
Oceania,Transportation and Storage,Greenhouse gas,2021,77.62235219
Oceania,"Water supply; sewerage, waste management and remediation activities",Greenhouse gas,2021,14.87363431
Africa,"Agriculture, Forestry and Fishing",Greenhouse gas,2022,953.9680739
Africa,Construction,Greenhouse gas,2022,16.33954349
Africa,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,2022,480.3659608
Africa,Manufacturing,Greenhouse gas,2022,442.0367989
Africa,Mining,Greenhouse gas,2022,469.7923897
Africa,Other Services Industries,Greenhouse gas,2022,41.3183201
Africa,Total Households,Greenhouse gas,2022,327.976015
Africa,Total Industry and Households,Greenhouse gas,2022,3214.535997
Africa,Transportation and Storage,Greenhouse gas,2022,264.5870615
Africa,"Water supply; sewerage, waste management and remediation activities",Greenhouse gas,2022,218.1518337
Asia,"Agriculture, Forestry and Fishing",Greenhouse gas,2022,3247.427058
Asia,Construction,Greenhouse gas,2022,399.4689129
Asia,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,2022,10280.27123
Asia,Manufacturing,Greenhouse gas,2022,7532.194669
Asia,Mining,Greenhouse gas,2022,2838.544729
Asia,Other Services Industries,Greenhouse gas,2022,438.5558871
Asia,Total Households,Greenhouse gas,2022,2133.415694
Asia,Total Industry and Households,Greenhouse gas,2022,29999.586
Asia,Transportation and Storage,Greenhouse gas,2022,2131.578694
Asia,"Water supply; sewerage, waste management and remediation activities",Greenhouse gas,2022,998.1291191
Europe,"Agriculture, Forestry and Fishing",Greenhouse gas,2022,739.0334879
Europe,Construction,Greenhouse gas,2022,78.05582185
Europe,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,2022,1786.002579
Europe,Manufacturing,Greenhouse gas,2022,1343.992105
Europe,Mining,Greenhouse gas,2022,359.9774478
Europe,Other Services Industries,Greenhouse gas,2022,297.1049313
Europe,Total Households,Greenhouse gas,2022,1126.990506
Europe,Total Industry and Households,Greenhouse gas,2022,6796.860544
Europe,Transportation and Storage,Greenhouse gas,2022,771.5530707
Europe,"Water supply; sewerage, waste management and remediation activities",Greenhouse gas,2022,294.1505942
Northern America,"Agriculture, Forestry and Fishing",Greenhouse gas,2022,791.3170704
Northern America,Construction,Greenhouse gas,2022,219.0793708
Northern America,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,2022,1737.347825
Northern America,Manufacturing,Greenhouse gas,2022,1035.663162
Northern America,Mining,Greenhouse gas,2022,465.822838
Northern America,Other Services Industries,Greenhouse gas,2022,668.825791
Northern America,Total Households,Greenhouse gas,2022,1266.099022
Northern America,Total Industry and Households,Greenhouse gas,2022,7162.833447
Northern America,Transportation and Storage,Greenhouse gas,2022,948.7865191
Northern America,"Water supply; sewerage, waste management and remediation activities",Greenhouse gas,2022,29.89184934
Oceania,"Agriculture, Forestry and Fishing",Greenhouse gas,2022,123.4203314
Oceania,Construction,Greenhouse gas,2022,4.542662424
Oceania,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,2022,172.0807439
Oceania,Manufacturing,Greenhouse gas,2022,58.99112961
Oceania,Mining,Greenhouse gas,2022,75.22131272
Oceania,Other Services Industries,Greenhouse gas,2022,14.96163233
Oceania,Total Households,Greenhouse gas,2022,65.55217186
Oceania,Total Industry and Households,Greenhouse gas,2022,612.1921687
Oceania,Transportation and Storage,Greenhouse gas,2022,82.52180838
Oceania,"Water supply; sewerage, waste management and remediation activities",Greenhouse gas,2022,14.90037608
Africa,"Agriculture, Forestry and Fishing",Greenhouse gas,2023,971.1539437
Africa,Construction,Greenhouse gas,2023,16.35527409
Africa,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,2023,467.6157654
Africa,Manufacturing,Greenhouse gas,2023,447.9404138
Africa,Mining,Greenhouse gas,2023,476.4606894
Africa,Other Services Industries,Greenhouse gas,2023,40.95893681
Africa,Total Households,Greenhouse gas,2023,326.7882982
Africa,Total Industry and Households,Greenhouse gas,2023,3238.204293
Africa,Transportation and Storage,Greenhouse gas,2023,267.6918657
Africa,"Water supply; sewerage, waste management and remediation activities",Greenhouse gas,2023,223.239106
Asia,"Agriculture, Forestry and Fishing",Greenhouse gas,2023,3260.25818
Asia,Construction,Greenhouse gas,2023,419.178442
Asia,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,2023,10809.03208
Asia,Manufacturing,Greenhouse gas,2023,7740.191291
Asia,Mining,Greenhouse gas,2023,2957.749583
Asia,Other Services Industries,Greenhouse gas,2023,453.2719371
Asia,Total Households,Greenhouse gas,2023,2216.880614
Asia,Total Industry and Households,Greenhouse gas,2023,31179.58234
Asia,Transportation and Storage,Greenhouse gas,2023,2299.752986
Asia,"Water supply; sewerage, waste management and remediation activities",Greenhouse gas,2023,1023.267224
Europe,"Agriculture, Forestry and Fishing",Greenhouse gas,2023,735.8107036
Europe,Construction,Greenhouse gas,2023,76.10123464
Europe,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,2023,1634.018753
Europe,Manufacturing,Greenhouse gas,2023,1288.409318
Europe,Mining,Greenhouse gas,2023,365.3301105
Europe,Other Services Industries,Greenhouse gas,2023,288.2433856
Europe,Total Households,Greenhouse gas,2023,1100.204623
Europe,Total Industry and Households,Greenhouse gas,2023,6574.896051
Europe,Transportation and Storage,Greenhouse gas,2023,786.1457221
Europe,"Water supply; sewerage, waste management and remediation activities",Greenhouse gas,2023,300.6321999
Northern America,"Agriculture, Forestry and Fishing",Greenhouse gas,2023,788.8009743
Northern America,Construction,Greenhouse gas,2023,216.2155212
Northern America,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,2023,1629.123891
Northern America,Manufacturing,Greenhouse gas,2023,1016.027696
Northern America,Mining,Greenhouse gas,2023,479.4023719
Northern America,Other Services Industries,Greenhouse gas,2023,671.6854518
Northern America,Total Households,Greenhouse gas,2023,1269.647947
Northern America,Total Industry and Households,Greenhouse gas,2023,7064.950577
Northern America,Transportation and Storage,Greenhouse gas,2023,963.8803146
Northern America,"Water supply; sewerage, waste management and remediation activities",Greenhouse gas,2023,30.1664084
Oceania,"Agriculture, Forestry and Fishing",Greenhouse gas,2023,125.0664073
Oceania,Construction,Greenhouse gas,2023,4.542943505
Oceania,"Electricity, Gas, Steam and Air Conditioning Supply",Greenhouse gas,2023,165.8733819
Oceania,Manufacturing,Greenhouse gas,2023,58.07389953
Oceania,Mining,Greenhouse gas,2023,74.94047344
Oceania,Other Services Industries,Greenhouse gas,2023,15.39020141
Oceania,Total Households,Greenhouse gas,2023,68.52768817
Oceania,Total Industry and Households,Greenhouse gas,2023,615.9545326
Oceania,Transportation and Storage,Greenhouse gas,2023,88.63185501
Oceania,"Water supply; sewerage, waste management and remediation activities",Greenhouse gas,2023,14.90768236
